thread_id,topic,intent,inbound,brand_reply
t914,flight delay,flight_delay,"@customer: @AmericanAir flight AA2031 delayed 5hrs, will I miss my connection in CLT?",Sorry for the delay on AA2031. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t915,refund compensation,refund_compensation,@customer: @AmericanAir want voucher for 5hr delay AA640 in DFW,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t916,refund compensation,refund_compensation,@customer: want voucher for 5hr delay aa783 in dca pls help asap,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t917,booking change,booking_change,"@customer: change name spelling on reservation JBU7Y5, how?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t918,loyalty account,loyalty_account,"@customer: gold status not showing, flight AA989 tomorrow",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t919,cancellation,cancellation,"@customer: @AmericanAir cancelled on me at gate DCA, rebook options?",Sorry your flight AA1668 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t920,loyalty account,loyalty_account,"@customer: @AmericanAir miles missing for flight AA1236, AAdvantage 3KMYFJ",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t921,refund compensation,refund_compensation,"@customer: trip credit not received for AA1408, booking SZXQSE","If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t922,refund compensation,refund_compensation,@customer: refund for cancelled aa770? nonrefundable but you cancelled pls help asap,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t923,complaint service,complaint_service,@customer: never flying again worst service aa2513 filing dot complaint pls help asap,I am sorry you experienced this on AA2513. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t924,loyalty account,loyalty_account,"@customer: @AmericanAir cant login AAdvantage, reset not working",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t925,cancellation,cancellation,"@customer: flight AA465 cancelled, stranded in LAX tonight, help",Sorry your flight AA465 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t926,booking change,booking_change,"@customer: change name spelling on reservation DKKQSQ, how?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t927,praise other,praise_other,"@customer: @AmericanAir thanks crew on AA1275, great landing in LAX!",Thanks for flying with us! Let us know if you need anything on AA1275.
t928,flight delay,flight_delay,"@customer: @AmericanAir stuck at PHX, delay again, crew says 3hr wait, what now?",Sorry for the delay on AA1852. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t929,booking change,booking_change,@customer: change name spelling on reservation t2qgdc how? pls help asap,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t930,complaint service,complaint_service,"@customer: never flying again, worst service AA979, filing DOT complaint",I am sorry you experienced this on AA979. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t931,booking change,booking_change,@customer: @AmericanAir can I switch seat / add bag on booking DNQ9NN?,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t932,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA2859 at CLT, tag ERWDRF",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t933,loyalty account,loyalty_account,"@customer: @AmericanAir cant login AAdvantage, reset not working",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t934,praise other,praise_other,"@customer: @AmericanAir love the new app, smooth checkin",Thanks for flying with us! Let us know if you need anything on AA2841.
t935,cancellation,cancellation,"@customer: flight AA2838 cancelled, stranded in ORD tonight, help",Sorry your flight AA2838 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t936,praise other,praise_other,@customer: love the new app smooth checkin pls help asap,Thanks for flying with us! Let us know if you need anything on AA1577.
t937,praise other,praise_other,@customer: do you fly to JFK direct from DFW?,Thanks for flying with us! Let us know if you need anything on AA2664.
t938,booking change,booking_change,@customer: @AmericanAir can I switch seat / add bag on booking KSDKGZ?,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t939,loyalty account,loyalty_account,"@customer: @AmericanAir miles missing for flight AA2000, AAdvantage S2MM7K",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t940,booking change,booking_change,"@customer: change name spelling on reservation 4L4WAN, how?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t941,flight delay,flight_delay,"@customer: @AmericanAir flight AA1537 delayed 4hrs, will I miss my connection in JFK?",Sorry for the delay on AA1537. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t942,loyalty account,loyalty_account,"@customer: @AmericanAir miles missing for flight AA306, AAdvantage H2SAK8",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t943,complaint service,complaint_service,@customer: discriminated at gate mia want supervisor + case pls help asap,I am sorry you experienced this on AA1343. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t944,cancellation,cancellation,"@customer: @AmericanAir you cancelled flight AA423 to PHX today, need rebook ASAP",Sorry your flight AA423 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t945,flight delay,flight_delay,"@customer: @AmericanAir flight AA1675 delayed 5hrs, will I miss my connection in JFK?",Sorry for the delay on AA1675. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t946,loyalty account,loyalty_account,"@customer: @AmericanAir cant login AAdvantage, reset not working",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t947,cancellation,cancellation,"@customer: @AmericanAir cancelled on me at gate DFW, rebook options?",Sorry your flight AA1370 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t948,baggage,baggage,"@customer: @AmericanAir damaged suitcase on AA1876, claim process?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t949,praise other,praise_other,"@customer: @AmericanAir thanks crew on AA330, great landing in LAX!",Thanks for flying with us! Let us know if you need anything on AA330.
t950,loyalty account,loyalty_account,"@customer: @AmericanAir miles missing for flight AA996, AAdvantage NTXWXF",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t951,booking change,booking_change,@customer: @AmericanAir can I switch seat / add bag on booking H3C75A?,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t952,refund compensation,refund_compensation,@customer: @AmericanAir want voucher for 5hr delay AA629 in ORD,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t953,checkin boarding,checkin_boarding,"@customer: @AmericanAir boarding pass wont load, gate 8 at DFW","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t954,booking change,booking_change,@customer: need to change flight aa2494 to tomorrow fare difference? pls help asap,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t955,booking change,booking_change,"@customer: change name spelling on reservation SFR2T9, how?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t956,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA2006, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t957,cancellation,cancellation,"@customer: @AmericanAir cancelled on me at gate MIA, rebook options?",Sorry your flight AA2106 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t958,flight delay,flight_delay,"@customer: @AmericanAir stuck at DCA, delay again, crew says 4hr wait, what now?",Sorry for the delay on AA2637. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t959,praise other,praise_other,"@customer: @AmericanAir thanks crew on AA1530, great landing in PHX!",Thanks for flying with us! Let us know if you need anything on AA1530.
t960,complaint service,complaint_service,"@customer: @AmericanAir crew on AA442 was rude to my mother, unacceptable",I am sorry you experienced this on AA442. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t961,complaint service,complaint_service,"@customer: @AmericanAir crew on AA2486 was rude to my mother, unacceptable",I am sorry you experienced this on AA2486. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t962,praise other,praise_other,@customer: do you fly to PHX direct from DFW?,Thanks for flying with us! Let us know if you need anything on AA2744.
t963,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA2128 at CLT, tag 3EJYU5",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t964,praise other,praise_other,@customer: thanks crew on aa2312 great landing in dfw! pls help asap,Thanks for flying with us! Let us know if you need anything on AA2312.
t965,refund compensation,refund_compensation,"@customer: trip credit not received for AA2747, booking 8B3D7C","If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t966,complaint service,complaint_service,"@customer: @AmericanAir crew on AA1626 was rude to my mother, unacceptable",I am sorry you experienced this on AA1626. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t967,loyalty account,loyalty_account,@customer: cant login aadvantage reset not working pls help asap,Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t968,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA720, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t969,refund compensation,refund_compensation,@customer: @AmericanAir want voucher for 5hr delay AA1702 in LAX,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t970,checkin boarding,checkin_boarding,"@customer: @AmericanAir cant check in flight AA2960, app error, leaves in 2 hours","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t971,flight delay,flight_delay,"@customer: @AmericanAir flight AA845 delayed 3hrs, will I miss my connection in ORD?",Sorry for the delay on AA845. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t972,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA1154, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t973,loyalty account,loyalty_account,"@customer: gold status not showing, flight AA922 tomorrow",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t974,booking change,booking_change,"@customer: change name spelling on reservation J9J3ZW, how?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t975,praise other,praise_other,@customer: do you fly to DFW direct from DFW?,Thanks for flying with us! Let us know if you need anything on AA2275.
t976,checkin boarding,checkin_boarding,"@customer: @AmericanAir boarding pass wont load, gate 4 at DFW","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t977,praise other,praise_other,@customer: thanks crew on aa1461 great landing in ord! pls help asap,Thanks for flying with us! Let us know if you need anything on AA1461.
t978,booking change,booking_change,"@customer: change name spelling on reservation B9TF9R, how?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t979,checkin boarding,checkin_boarding,@customer: what gate for AA2667 at MIA? boarding group 4 when?,"Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t980,cancellation,cancellation,"@customer: @AmericanAir you cancelled flight AA2134 to DCA today, need rebook ASAP",Sorry your flight AA2134 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t981,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA2818, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t982,praise other,praise_other,"@customer: @AmericanAir thanks crew on AA1428, great landing in LAX!",Thanks for flying with us! Let us know if you need anything on AA1428.
t983,refund compensation,refund_compensation,@customer: @AmericanAir refund for cancelled AA2515? nonrefundable but you cancelled,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t984,cancellation,cancellation,@customer: you cancelled flight aa196 to mia today need rebook asap pls help asap,Sorry your flight AA196 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t985,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA831 at PHX, tag HSJRSJ",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t986,booking change,booking_change,"@customer: change name spelling on reservation T6ZBKS, how?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t987,complaint service,complaint_service,@customer: never flying again worst service aa1393 filing dot complaint pls help asap,I am sorry you experienced this on AA1393. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t988,loyalty account,loyalty_account,"@customer: gold status not showing, flight AA1342 tomorrow",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t989,flight delay,flight_delay,"@customer: @AmericanAir stuck at CLT, delay again, crew says 2hr wait, what now?",Sorry for the delay on AA1836. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t990,refund compensation,refund_compensation,@customer: @AmericanAir refund for cancelled AA567? nonrefundable but you cancelled,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t991,booking change,booking_change,@customer: can i switch seat / add bag on booking e6jf5z? pls help asap,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t992,checkin boarding,checkin_boarding,"@customer: @AmericanAir cant check in flight AA2634, app error, leaves in 2 hours","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t993,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA1208 at MIA, tag JLJVJ5",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t994,loyalty account,loyalty_account,"@customer: @AmericanAir cant login AAdvantage, reset not working",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t995,praise other,praise_other,@customer: love the new app smooth checkin pls help asap,Thanks for flying with us! Let us know if you need anything on AA1866.
t996,complaint service,complaint_service,"@customer: @AmericanAir discriminated at gate PHX, want supervisor + case",I am sorry you experienced this on AA227. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t997,praise other,praise_other,"@customer: @AmericanAir thanks crew on AA1733, great landing in PHX!",Thanks for flying with us! Let us know if you need anything on AA1733.
t998,baggage,baggage,@customer: bag missing since yesterday flight aa781 at clt tag hjpt48 pls help asap,Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t999,complaint service,complaint_service,"@customer: @AmericanAir discriminated at gate CLT, want supervisor + case",I am sorry you experienced this on AA2879. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1000,refund compensation,refund_compensation,@customer: @AmericanAir refund for cancelled AA1952? nonrefundable but you cancelled,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1001,complaint service,complaint_service,@customer: discriminated at gate dfw want supervisor + case pls help asap,I am sorry you experienced this on AA1802. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1002,loyalty account,loyalty_account,"@customer: @AmericanAir miles missing for flight AA1946, AAdvantage 5479LW",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1003,flight delay,flight_delay,"@customer: @AmericanAir flight AA704 delayed 2hrs, will I miss my connection in ORD?",Sorry for the delay on AA704. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1004,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA2932 at PHX, tag Y7GHEG",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1005,booking change,booking_change,"@customer: @AmericanAir need to change flight AA2061 to tomorrow, fare difference?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1006,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA1354, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1007,cancellation,cancellation,"@customer: flight AA778 cancelled, stranded in CLT tonight, help",Sorry your flight AA778 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1008,booking change,booking_change,"@customer: change name spelling on reservation MKCF6R, how?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1009,booking change,booking_change,"@customer: @AmericanAir need to change flight AA238 to tomorrow, fare difference?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1010,loyalty account,loyalty_account,"@customer: @AmericanAir miles missing for flight AA948, AAdvantage 7T68H9",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1011,checkin boarding,checkin_boarding,"@customer: @AmericanAir boarding pass wont load, gate 56 at DCA","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1012,praise other,praise_other,"@customer: @AmericanAir thanks crew on AA1017, great landing in PHX!",Thanks for flying with us! Let us know if you need anything on AA1017.
t1013,praise other,praise_other,@customer: do you fly to LAX direct from DFW?,Thanks for flying with us! Let us know if you need anything on AA1084.
t1014,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA1648 at PHX, tag UVPJMH",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1015,praise other,praise_other,@customer: thanks crew on aa1310 great landing in mia! pls help asap,Thanks for flying with us! Let us know if you need anything on AA1310.
t1016,complaint service,complaint_service,"@customer: never flying again, worst service AA2431, filing DOT complaint",I am sorry you experienced this on AA2431. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1017,loyalty account,loyalty_account,"@customer: @AmericanAir cant login AAdvantage, reset not working",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1018,booking change,booking_change,@customer: @AmericanAir can I switch seat / add bag on booking WXKX7Q?,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1019,refund compensation,refund_compensation,@customer: @AmericanAir refund for cancelled AA2856? nonrefundable but you cancelled,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1020,checkin boarding,checkin_boarding,"@customer: @AmericanAir cant check in flight AA368, app error, leaves in 2 hours","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1021,checkin boarding,checkin_boarding,@customer: boarding pass wont load gate 12 at mia pls help asap,"Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1022,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA2373 at ORD, tag ZY9BY3",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1023,booking change,booking_change,@customer: @AmericanAir can I switch seat / add bag on booking TVRYSL?,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1024,flight delay,flight_delay,"@customer: @AmericanAir stuck at ORD, delay again, crew says 6hr wait, what now?",Sorry for the delay on AA1553. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1025,cancellation,cancellation,"@customer: flight AA498 cancelled, stranded in ORD tonight, help",Sorry your flight AA498 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1026,flight delay,flight_delay,"@customer: AA AA1852 delayed, need hotel tonight in CLT, who pays?",Sorry for the delay on AA1852. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1027,booking change,booking_change,"@customer: change name spelling on reservation DEDMPX, how?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1028,loyalty account,loyalty_account,"@customer: @AmericanAir cant login AAdvantage, reset not working",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1029,loyalty account,loyalty_account,"@customer: @AmericanAir cant login AAdvantage, reset not working",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1030,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA657, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1031,refund compensation,refund_compensation,@customer: @AmericanAir refund for cancelled AA321? nonrefundable but you cancelled,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1032,checkin boarding,checkin_boarding,@customer: what gate for AA1742 at DFW? boarding group 4 when?,"Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1033,checkin boarding,checkin_boarding,@customer: what gate for AA2321 at ORD? boarding group 4 when?,"Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1034,cancellation,cancellation,"@customer: flight AA1254 cancelled, stranded in LAX tonight, help",Sorry your flight AA1254 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1035,flight delay,flight_delay,"@customer: AA AA782 delayed, need hotel tonight in ORD, who pays?",Sorry for the delay on AA782. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1036,complaint service,complaint_service,"@customer: @AmericanAir discriminated at gate PHX, want supervisor + case",I am sorry you experienced this on AA1778. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1037,cancellation,cancellation,"@customer: @AmericanAir you cancelled flight AA2756 to MIA today, need rebook ASAP",Sorry your flight AA2756 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1038,loyalty account,loyalty_account,@customer: gold status not showing flight aa111 tomorrow pls help asap,Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1039,praise other,praise_other,@customer: do you fly to ORD direct from DFW?,Thanks for flying with us! Let us know if you need anything on AA2914.
t1040,refund compensation,refund_compensation,@customer: @AmericanAir refund for cancelled AA2038? nonrefundable but you cancelled,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1041,loyalty account,loyalty_account,@customer: miles missing for flight aa1002 aadvantage 7fxf93 pls help asap,Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1042,praise other,praise_other,"@customer: @AmericanAir thanks crew on AA118, great landing in LAX!",Thanks for flying with us! Let us know if you need anything on AA118.
t1043,booking change,booking_change,@customer: @AmericanAir can I switch seat / add bag on booking QNFNTG?,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1044,checkin boarding,checkin_boarding,@customer: cant check in flight aa2221 app error leaves in 2 hours pls help asap,"Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1045,praise other,praise_other,"@customer: @AmericanAir love the new app, smooth checkin",Thanks for flying with us! Let us know if you need anything on AA2579.
t1046,complaint service,complaint_service,"@customer: @AmericanAir discriminated at gate LAX, want supervisor + case",I am sorry you experienced this on AA111. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1047,loyalty account,loyalty_account,"@customer: @AmericanAir cant login AAdvantage, reset not working",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1048,loyalty account,loyalty_account,"@customer: @AmericanAir miles missing for flight AA2684, AAdvantage 7KNAQE",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1049,refund compensation,refund_compensation,"@customer: trip credit not received for AA539, booking 9PT4Q8","If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1050,checkin boarding,checkin_boarding,"@customer: @AmericanAir boarding pass wont load, gate 44 at JFK","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1051,cancellation,cancellation,"@customer: flight AA1159 cancelled, stranded in JFK tonight, help",Sorry your flight AA1159 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1052,flight delay,flight_delay,@customer: stuck at mia delay again crew says 4hr wait what now? pls help asap,Sorry for the delay on AA2971. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1053,praise other,praise_other,@customer: do you fly to MIA direct from DFW?,Thanks for flying with us! Let us know if you need anything on AA1122.
t1054,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA927 at PHX, tag KXC9YB",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1055,complaint service,complaint_service,"@customer: @AmericanAir discriminated at gate PHX, want supervisor + case",I am sorry you experienced this on AA1435. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1056,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA2713, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1057,cancellation,cancellation,"@customer: flight AA558 cancelled, stranded in ORD tonight, help",Sorry your flight AA558 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1058,loyalty account,loyalty_account,"@customer: gold status not showing, flight AA2547 tomorrow",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1059,flight delay,flight_delay,"@customer: @AmericanAir flight AA1427 delayed 3hrs, will I miss my connection in JFK?",Sorry for the delay on AA1427. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1060,complaint service,complaint_service,"@customer: never flying again, worst service AA319, filing DOT complaint",I am sorry you experienced this on AA319. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1061,loyalty account,loyalty_account,"@customer: @AmericanAir miles missing for flight AA2625, AAdvantage 5P3DYF",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
